RowNumber,StudentId,StudentScore,School,Gender,Age,tenure,previousScore,sportsParticipated,Sibling,IsRegular,everFailed,IsFailed
1244,10033192,212,Kendriya Vidyalaya,boy,14,2,891,5,1,0,1,1
1245,10010950,324,Kendriya Vidyalaya,girl,14,2,264,4,1,1,0,0
1246,10047924,231,Govt Primary School,girl,10,2,441,1,1,1,1,1
1247,10001604,515,Govt Primary School,girl,9,2,936,3,1,1,1,1
1248,10046709,648,Govt Primary School,boy,12,3,847,0,0,0,0,1
1249,10029721,345,Navodaya Vidyalaya,girl,7,2,510,6,1,1,1,1
1250,10017539,743,Govt Primary School,girl,11,3,841,3,1,0,1,0
1251,10044746,482,Kendriya Vidyalaya,boy,13,3,403,1,0,0,0,1
1252,10001939,264,Kendriya Vidyalaya,girl,13,2,457,4,0,0,0,0
1253,10017109,206,Govt Primary School,boy,6,3,850,1,0,0,0,0
1254,10012427,946,Kendriya Vidyalaya,girl,7,3,692,0,1,0,0,0
1255,10024638,209,Govt Primary School,girl,7,3,454,1,1,1,1,0
1256,10016649,342,Navodaya Vidyalaya,boy,7,2,436,7,0,1,1,0
1257,10005473,355,Govt Primary School,boy,13,4,351,0,0,0,1,0
1258,10011507,662,Govt Primary School,girl,9,3,243,3,0,1,0,0
1259,10032496,279,Govt Primary School,girl,12,4,940,7,1,1,1,1
1260,10013904,493,Kendriya Vidyalaya,girl,8,4,916,2,1,1,0,0
1261,10010968,399,Kendriya Vidyalaya,boy,7,2,706,7,1,0,1,0
1262,10001191,325,Kendriya Vidyalaya,boy,12,3,252,5,0,0,0,1
1263,10030661,293,Navodaya Vidyalaya,girl,9,4,204,2,1,1,0,1
1264,10022849,489,Govt Primary School,girl,8,3,345,7,1,1,0,0
1265,10047202,575,Navodaya Vidyalaya,boy,9,3,681,6,0,1,1,0
1266,10003759,249,Govt Primary School,girl,13,2,219,5,1,1,0,1
1267,10026231,764,Govt Primary School,girl,9,2,681,6,0,1,1,0
1268,10030245,871,Kendriya Vidyalaya,boy,7,4,326,3,0,0,1,1
1269,10031575,911,Govt Primary School,girl,14,3,706,7,0,0,0,1
1270,10040771,485,Govt Primary School,girl,14,4,750,6,1,0,0,1
1271,10000279,333,Kendriya Vidyalaya,boy,10,4,704,7,0,1,0,1
1272,10013882,286,Govt Primary School,boy,12,3,298,1,0,0,0,1
1273,10045165,971,Kendriya Vidyalaya,girl,12,3,922,0,0,1,1,1
1274,10047911,229,Govt Primary School,boy,9,3,403,3,0,1,0,0
1275,10011060,424,Navodaya Vidyalaya,boy,10,3,204,2,0,0,1,0
1276,10028517,980,Govt Primary School,boy,13,4,539,6,0,0,0,0
1277,10049852,481,Kendriya Vidyalaya,boy,6,3,898,7,0,0,0,1
1278,10042935,956,Govt Primary School,boy,11,2,435,7,0,0,0,0
1279,10025581,380,Navodaya Vidyalaya,boy,12,4,678,2,1,1,0,0
1280,10012750,300,Govt Primary School,girl,7,3,623,6,0,1,0,0
1281,10015545,383,Navodaya Vidyalaya,boy,14,2,451,0,1,1,0,1
1282,10036217,233,Navodaya Vidyalaya,boy,14,3,810,6,0,0,0,0
1283,10004131,409,Govt Primary School,boy,12,4,296,7,0,1,1,0
1284,10029992,847,Govt Primary School,boy,6,2,705,1,1,0,0,0
1285,10034566,292,Govt Primary School,boy,12,2,262,6,0,0,1,1
1286,10009149,952,Navodaya Vidyalaya,girl,11,2,545,5,1,1,0,1
1287,10014657,570,Navodaya Vidyalaya,boy,14,4,978,1,1,1,0,1
1288,10017276,556,Navodaya Vidyalaya,girl,7,4,352,7,1,1,1,0
1289,10016672,331,Navodaya Vidyalaya,boy,12,3,463,1,1,1,0,1
1290,10017510,965,Kendriya Vidyalaya,boy,6,4,634,7,0,1,1,1
1291,10025113,732,Kendriya Vidyalaya,boy,14,3,389,0,0,1,0,1
1292,10009644,987,Navodaya Vidyalaya,girl,7,4,349,4,1,0,0,1
1293,10014134,441,Govt Primary School,girl,9,4,404,6,0,0,1,0
1294,10043914,318,Govt Primary School,boy,11,3,385,5,1,1,1,1
1295,10025886,456,Govt Primary School,boy,7,3,809,5,1,1,0,1
1296,10041751,432,Navodaya Vidyalaya,girl,11,4,635,6,0,0,0,0
1297,10046518,780,Navodaya Vidyalaya,boy,10,3,997,7,0,1,0,1
1298,10032012,247,Govt Primary School,boy,11,4,316,1,0,0,1,0
1299,10011155,751,Govt Primary School,boy,14,4,984,2,0,1,0,1
1300,10045793,639,Kendriya Vidyalaya,boy,10,3,865,7,1,1,1,0
1301,10032045,729,Govt Primary School,boy,7,2,685,1,0,1,1,0
1302,10006488,386,Navodaya Vidyalaya,boy,9,3,750,1,0,1,1,1
1303,10046897,809,Govt Primary School,girl,7,4,726,5,1,0,1,1
1304,10036594,763,Kendriya Vidyalaya,girl,6,4,259,3,1,0,1,0
1305,10028782,327,Govt Primary School,girl,9,4,322,3,1,1,1,1
1306,10033478,748,Kendriya Vidyalaya,boy,9,4,915,2,1,0,0,1
1307,10037865,266,Navodaya Vidyalaya,girl,12,3,480,1,1,1,0,0
1308,10034977,570,Navodaya Vidyalaya,boy,13,3,907,3,1,1,1,1
1309,10025569,637,Govt Primary School,boy,12,4,636,3,0,1,1,1
1310,10038252,430,Navodaya Vidyalaya,boy,9,4,710,1,1,0,1,1
1311,10040334,899,Kendriya Vidyalaya,girl,11,3,307,1,0,0,0,0
1312,10021263,878,Govt Primary School,girl,8,2,762,5,1,0,1,1
1313,10046534,679,Govt Primary School,boy,6,3,232,1,1,1,1,1
1314,10031057,909,Govt Primary School,boy,14,4,419,3,1,0,1,0
1315,10037951,934,Govt Primary School,boy,14,4,668,5,1,0,1,1
1316,10029609,374,Navodaya Vidyalaya,girl,11,4,900,2,1,1,1,0
1317,10011413,622,Govt Primary School,girl,13,4,377,6,1,0,0,1
1318,10007247,813,Govt Primary School,boy,6,4,679,0,0,0,1,0
1319,10036630,472,Govt Primary School,girl,9,2,684,4,1,0,1,0
1320,10046848,990,Kendriya Vidyalaya,boy,6,2,408,6,1,0,1,0
1321,10036860,354,Govt Primary School,girl,10,3,558,2,1,1,1,0
1322,10004271,748,Govt Primary School,boy,9,2,394,0,0,0,1,0
1323,10026085,560,Govt Primary School,girl,8,4,662,6,0,0,1,1
1324,10011414,665,Navodaya Vidyalaya,boy,7,4,963,1,1,1,1,1
1325,10021541,519,Kendriya Vidyalaya,boy,8,3,547,4,0,1,0,1
1326,10033766,655,Govt Primary School,girl,11,4,545,5,0,0,0,0
1327,10024860,221,Govt Primary School,girl,6,4,947,6,1,1,0,1
1328,10018670,233,Navodaya Vidyalaya,boy,11,3,844,7,0,0,1,0
1329,10018771,545,Kendriya Vidyalaya,girl,7,4,612,5,1,1,1,1
1330,10043866,672,Govt Primary School,girl,9,2,467,0,1,0,1,1
1331,10041033,224,Navodaya Vidyalaya,girl,13,2,243,2,1,1,1,1
1332,10020022,490,Kendriya Vidyalaya,boy,11,3,609,0,1,0,1,0
1333,10020147,921,Govt Primary School,boy,13,3,515,7,0,0,0,1
1334,10027138,956,Kendriya Vidyalaya,girl,10,3,806,4,1,1,0,0
1335,10003589,510,Kendriya Vidyalaya,boy,9,3,717,5,0,0,0,1
1336,10027266,863,Navodaya Vidyalaya,girl,7,3,745,4,1,1,1,1
1337,10030150,945,Navodaya Vidyalaya,boy,7,2,553,1,1,1,1,0
1338,10029049,657,Kendriya Vidyalaya,girl,13,3,597,2,0,0,0,0
1339,10001057,266,Govt Primary School,boy,10,2,342,6,1,0,1,0
1340,10039911,649,Navodaya Vidyalaya,boy,6,2,312,1,1,0,0,0
1341,10036832,837,Navodaya Vidyalaya,boy,9,3,720,4,1,1,0,0
1342,10014484,784,Govt Primary School,girl,6,2,337,2,0,0,1,0
1343,10025417,289,Navodaya Vidyalaya,boy,10,4,563,0,0,0,1,1
1344,10032208,934,Navodaya Vidyalaya,boy,11,3,485,0,1,1,1,1
1345,10017925,745,Kendriya Vidyalaya,girl,6,4,767,5,1,0,0,0
1346,10000943,693,Navodaya Vidyalaya,girl,6,4,257,2,0,0,1,0
1347,10044086,295,Govt Primary School,boy,11,3,209,1,0,1,0,1
1348,10000870,843,Govt Primary School,boy,14,4,800,5,1,1,1,1
1349,10036513,454,Govt Primary School,boy,14,4,768,5,1,1,0,1
1350,10015155,726,Navodaya Vidyalaya,boy,11,4,522,4,1,0,1,0
1351,10038736,348,Govt Primary School,girl,8,3,692,4,1,1,0,0
1352,10012180,417,Govt Primary School,girl,12,3,943,4,1,1,1,1
1353,10001062,581,Kendriya Vidyalaya,boy,12,3,773,6,1,1,0,0
1354,10031846,618,Navodaya Vidyalaya,boy,12,4,788,4,0,1,0,0
1355,10035662,481,Navodaya Vidyalaya,boy,9,4,517,2,1,0,1,1
1356,10031469,403,Navodaya Vidyalaya,boy,10,3,626,7,1,1,0,1
1357,10013400,278,Govt Primary School,boy,14,3,461,4,1,1,1,1
1358,10046671,619,Govt Primary School,boy,10,4,241,4,1,1,1,0
1359,10018582,613,Govt Primary School,boy,9,4,479,4,0,1,0,1
1360,10002929,328,Govt Primary School,boy,10,4,982,4,0,1,0,1
1361,10044527,700,Kendriya Vidyalaya,girl,14,3,391,1,1,0,1,0
1362,10017843,292,Govt Primary School,boy,11,3,577,1,0,1,1,0
1363,10021210,646,Kendriya Vidyalaya,boy,13,3,555,0,0,1,0,1
1364,10026789,574,Navodaya Vidyalaya,boy,13,2,858,1,1,0,0,1
1365,10026400,987,Kendriya Vidyalaya,boy,10,2,353,4,1,0,0,0
1366,10032686,981,Govt Primary School,boy,13,3,746,0,1,0,0,0
1367,10034954,771,Navodaya Vidyalaya,girl,8,2,900,7,1,1,1,1
1368,10045376,260,Kendriya Vidyalaya,boy,6,2,442,1,0,1,1,1
1369,10021045,940,Navodaya Vidyalaya,girl,13,4,972,2,0,0,0,1
1370,10036626,730,Kendriya Vidyalaya,boy,11,4,957,0,0,0,0,0
1371,10031929,870,Govt Primary School,girl,6,2,511,1,0,1,0,0
1372,10047997,343,Govt Primary School,girl,9,3,769,4,1,1,0,1
1373,10002689,814,Govt Primary School,boy,6,2,818,4,1,1,1,0
1374,10030007,290,Kendriya Vidyalaya,girl,9,3,316,6,1,0,1,1
1375,10008689,863,Govt Primary School,boy,12,2,313,1,1,1,0,0
1376,10044639,769,Govt Primary School,girl,9,2,834,3,0,0,0,1
1377,10032918,795,Govt Primary School,boy,9,4,984,0,1,1,0,1
1378,10002630,218,Navodaya Vidyalaya,girl,6,2,271,5,1,0,0,0
1379,10042834,907,Navodaya Vidyalaya,girl,8,3,800,0,1,0,0,0
1380,10046049,435,Kendriya Vidyalaya,girl,11,4,670,1,0,0,0,0
1381,10032862,911,Kendriya Vidyalaya,boy,11,2,726,3,1,0,1,0
1382,10043239,456,Govt Primary School,girl,13,2,452,0,1,0,1,1
1383,10012572,962,Navodaya Vidyalaya,girl,6,2,304,6,1,1,0,0
1384,10049433,224,Govt Primary School,girl,13,2,935,2,0,0,0,0
1385,10022696,308,Navodaya Vidyalaya,girl,6,3,602,6,0,1,1,0
1386,10018743,844,Govt Primary School,girl,8,3,243,5,1,0,1,0
1387,10035177,977,Govt Primary School,girl,8,2,622,5,0,0,1,0
1388,10007664,279,Govt Primary School,boy,12,4,387,7,1,1,1,0
1389,10027129,501,Govt Primary School,girl,12,3,972,1,0,0,0,1
1390,10005154,776,Govt Primary School,girl,9,4,513,0,1,1,0,1
1391,10012850,350,Govt Primary School,girl,14,4,910,5,1,1,1,0
1392,10023640,764,Kendriya Vidyalaya,girl,13,2,277,5,1,0,1,1
1393,10044909,291,Navodaya Vidyalaya,boy,12,4,458,0,1,0,1,0
1394,10010346,465,Govt Primary School,girl,9,3,484,1,1,0,1,0
1395,10041239,318,Govt Primary School,boy,6,3,965,6,0,0,0,1
1396,10004879,792,Navodaya Vidyalaya,boy,12,3,626,1,0,1,1,0
1397,10002177,425,Navodaya Vidyalaya,girl,8,2,542,2,1,0,0,1
1398,10006161,217,Kendriya Vidyalaya,girl,14,3,962,7,1,0,1,1
1399,10047293,858,Govt Primary School,girl,10,2,323,5,0,0,0,1
1400,10047112,995,Navodaya Vidyalaya,girl,9,4,981,5,1,0,1,0
1401,10032272,440,Govt Primary School,girl,12,2,564,6,0,0,1,1
1402,10046699,703,Navodaya Vidyalaya,girl,7,2,927,0,0,1,0,1
1403,10008321,209,Govt Primary School,boy,10,2,864,7,0,1,0,0
1404,10020713,690,Govt Primary School,girl,12,4,667,3,1,0,1,1
1405,10019540,770,Navodaya Vidyalaya,girl,9,2,424,6,0,1,0,0
1406,10018903,533,Govt Primary School,girl,9,4,403,3,0,1,1,1
1407,10043765,793,Navodaya Vidyalaya,boy,13,4,767,4,0,0,1,0
1408,10049296,824,Govt Primary School,boy,10,3,738,4,0,1,0,1
1409,10020912,981,Govt Primary School,boy,10,2,448,3,1,0,1,0
1410,10016925,428,Govt Primary School,girl,14,4,656,7,1,1,0,0
1411,10029650,401,Govt Primary School,girl,9,4,531,4,0,0,1,0
1412,10020901,487,Kendriya Vidyalaya,girl,8,3,518,5,0,1,1,0
1413,10030489,403,Kendriya Vidyalaya,girl,8,2,694,2,0,1,0,0
1414,10047853,646,Kendriya Vidyalaya,boy,10,4,485,7,1,1,0,1
1415,10035946,694,Kendriya Vidyalaya,girl,11,3,454,4,0,1,1,1
1416,10001338,477,Kendriya Vidyalaya,boy,8,3,889,0,1,1,1,0
1417,10033765,430,Navodaya Vidyalaya,girl,6,3,252,6,0,1,1,0
1418,10015683,420,Kendriya Vidyalaya,girl,10,2,675,1,0,1,0,0
1419,10025102,311,Kendriya Vidyalaya,girl,13,2,210,3,1,1,0,1
1420,10023900,578,Govt Primary School,girl,13,2,286,1,0,0,1,0
1421,10031511,883,Navodaya Vidyalaya,boy,7,3,836,1,0,1,0,0
1422,10008355,873,Kendriya Vidyalaya,boy,8,4,860,1,0,1,1,0
1423,10025199,943,Navodaya Vidyalaya,boy,10,3,251,2,1,0,0,1
1424,10017772,930,Kendriya Vidyalaya,boy,10,2,597,6,1,0,0,1
1425,10022013,460,Navodaya Vidyalaya,girl,14,3,202,6,0,0,0,0
1426,10039892,948,Govt Primary School,girl,6,3,530,3,0,1,1,0
1427,10045932,406,Govt Primary School,girl,14,4,757,7,0,0,0,0
1428,10040667,942,Kendriya Vidyalaya,girl,11,3,607,2,0,0,1,1
1429,10008999,860,Govt Primary School,boy,11,3,380,4,0,1,0,0
1430,10010607,857,Govt Primary School,girl,6,4,790,5,1,0,1,1
1431,10030942,789,Govt Primary School,girl,6,3,254,6,0,1,1,1
1432,10006353,935,Govt Primary School,boy,7,4,607,7,0,0,0,1
1433,10031737,216,Navodaya Vidyalaya,girl,11,2,946,5,0,1,1,1
1434,10017061,816,Govt Primary School,boy,10,4,610,1,0,1,1,0
1435,10016289,214,Govt Primary School,girl,11,3,241,0,1,0,1,1
1436,10009193,329,Navodaya Vidyalaya,boy,12,4,271,7,0,1,1,0
1437,10028628,437,Kendriya Vidyalaya,boy,12,4,329,3,0,0,0,1
1438,10034217,659,Govt Primary School,girl,12,3,442,6,1,0,0,0
1439,10049659,528,Kendriya Vidyalaya,boy,12,2,694,0,1,1,0,0
1440,10024782,901,Govt Primary School,girl,11,3,790,3,0,1,0,0
1441,10027730,911,Kendriya Vidyalaya,boy,11,2,726,6,1,1,1,0
1442,10013266,548,Navodaya Vidyalaya,boy,9,3,592,4,1,1,1,0
1443,10028490,787,Govt Primary School,boy,8,3,560,2,1,1,0,1
1444,10003405,480,Govt Primary School,girl,10,2,458,1,0,0,1,0
1445,10022770,979,Govt Primary School,girl,11,4,889,6,0,0,1,1
1446,10024915,936,Govt Primary School,girl,8,4,242,3,0,0,1,1
1447,10025890,627,Govt Primary School,boy,12,4,301,2,1,1,0,0
1448,10031861,867,Navodaya Vidyalaya,boy,10,3,893,6,0,1,1,0
1449,10017012,479,Kendriya Vidyalaya,girl,6,3,653,2,1,0,0,1
1450,10015041,704,Kendriya Vidyalaya,girl,7,3,270,0,1,1,1,0
1451,10033425,328,Navodaya Vidyalaya,boy,14,3,983,4,1,0,0,1
1452,10040177,882,Govt Primary School,girl,13,4,362,3,0,0,0,1
1453,10044704,875,Govt Primary School,girl,9,4,672,5,1,1,1,0
1454,10043136,398,Govt Primary School,girl,10,4,917,1,0,1,0,1
1455,10049337,241,Navodaya Vidyalaya,girl,8,4,559,6,1,0,1,1
1456,10036157,794,Kendriya Vidyalaya,boy,12,4,805,7,0,0,1,1
1457,10039383,454,Navodaya Vidyalaya,boy,9,3,331,6,0,1,1,0
1458,10036734,353,Govt Primary School,boy,12,3,362,3,1,0,1,0
1459,10006636,373,Govt Primary School,boy,8,3,693,0,0,0,1,0
1460,10037935,672,Govt Primary School,girl,11,2,755,2,1,1,0,0
1461,10037516,444,Govt Primary School,boy,7,2,831,7,0,0,0,0
1462,10013625,846,Navodaya Vidyalaya,boy,6,2,846,3,0,1,0,0
1463,10034606,269,Kendriya Vidyalaya,girl,8,3,848,6,0,1,1,0
1464,10015982,802,Govt Primary School,boy,12,4,872,6,0,1,0,1
1465,10017982,340,Navodaya Vidyalaya,girl,10,4,201,7,0,1,1,1
1466,10008717,513,Govt Primary School,girl,10,4,957,7,1,1,0,1
1467,10039717,713,Govt Primary School,girl,10,2,227,1,1,1,1,1
1468,10015895,905,Kendriya Vidyalaya,girl,11,4,954,2,1,0,1,1
1469,10002697,821,Govt Primary School,boy,11,3,955,2,1,1,1,1
1470,10028825,754,Kendriya Vidyalaya,girl,7,4,292,4,1,1,1,1
1471,10030017,351,Kendriya Vidyalaya,girl,14,3,609,4,1,1,1,1
1472,10005805,595,Govt Primary School,boy,6,3,570,3,1,0,1,0
1473,10040634,296,Navodaya Vidyalaya,girl,7,4,843,4,1,0,0,1
1474,10023173,212,Govt Primary School,boy,13,4,445,0,1,0,1,0
1475,10030782,684,Kendriya Vidyalaya,girl,6,4,651,6,0,0,0,1
1476,10027073,652,Govt Primary School,boy,14,3,542,1,0,1,1,1
1477,10010297,357,Govt Primary School,girl,6,4,856,0,1,1,1,1
1478,10031698,667,Govt Primary School,boy,8,4,888,7,0,1,0,1
1479,10024801,326,Govt Primary School,girl,11,4,813,7,0,0,0,0
1480,10032962,859,Kendriya Vidyalaya,boy,14,4,686,2,0,1,0,1
1481,10002649,371,Govt Primary School,boy,7,4,823,1,1,0,1,0
1482,10026777,377,Navodaya Vidyalaya,boy,9,3,650,5,0,1,1,0
1483,10002353,266,Govt Primary School,boy,11,3,715,5,1,0,0,1
1484,10027394,785,Govt Primary School,boy,12,3,676,5,1,0,0,1
1485,10012263,650,Navodaya Vidyalaya,girl,11,2,903,0,1,0,0,0
1486,10005631,295,Govt Primary School,girl,12,2,852,5,1,1,0,0
1487,10039242,863,Govt Primary School,girl,13,3,802,0,1,0,1,1
1488,10047270,454,Navodaya Vidyalaya,girl,6,4,723,4,0,0,0,1
1489,10042065,820,Navodaya Vidyalaya,boy,7,3,603,7,1,1,1,0
1490,10045938,656,Govt Primary School,girl,13,4,958,3,0,0,0,0
1491,10005740,322,Navodaya Vidyalaya,girl,8,4,992,6,0,0,0,0
1492,10034713,971,Kendriya Vidyalaya,girl,7,4,844,5,1,0,1,1
1493,10029727,940,Navodaya Vidyalaya,boy,7,3,294,1,1,1,0,0
1494,10049592,483,Navodaya Vidyalaya,girl,11,4,925,0,1,1,1,0
1495,10047670,224,Govt Primary School,boy,6,4,358,1,1,0,0,0
1496,10041511,221,Kendriya Vidyalaya,boy,12,3,534,4,1,1,1,0
1497,10035467,846,Navodaya Vidyalaya,boy,14,4,863,6,1,1,1,1
1498,10018491,428,Govt Primary School,boy,6,4,495,4,0,1,0,0
1499,10035898,432,Kendriya Vidyalaya,girl,10,2,872,6,0,1,1,1
1500,10004380,399,Govt Primary School,girl,12,2,884,7,1,0,1,0
1501,10017483,391,Govt Primary School,boy,9,4,408,7,1,0,0,1
1502,10034548,263,Govt Primary School,girl,12,3,785,7,1,0,1,0
1503,10041150,703,Kendriya Vidyalaya,boy,10,2,698,7,1,1,0,0
1504,10028506,238,Govt Primary School,boy,12,2,863,2,0,1,1,1
1505,10014924,578,Govt Primary School,boy,13,3,430,6,0,0,1,1
1506,10031329,910,Kendriya Vidyalaya,boy,13,3,995,4,1,1,1,0
1507,10039480,788,Govt Primary School,boy,14,4,892,2,1,1,0,1
1508,10010811,269,Kendriya Vidyalaya,girl,12,4,836,5,1,0,0,0
1509,10008039,551,Govt Primary School,boy,11,3,803,5,1,0,1,0
1510,10017459,544,Govt Primary School,boy,7,2,468,3,1,1,1,1
1511,10015802,737,Govt Primary School,boy,6,3,735,3,1,0,1,0
1512,10030960,523,Navodaya Vidyalaya,girl,6,2,438,7,1,0,0,0
1513,10007351,331,Govt Primary School,boy,12,2,633,3,1,0,1,0
1514,10038681,372,Govt Primary School,boy,14,3,849,3,1,0,0,0
1515,10006983,626,Navodaya Vidyalaya,boy,6,2,405,7,1,0,0,1
1516,10038287,885,Navodaya Vidyalaya,boy,7,3,274,4,1,0,1,0
1517,10047731,877,Govt Primary School,girl,8,3,992,7,0,0,0,1
1518,10001145,578,Govt Primary School,boy,8,4,914,3,1,1,1,0
1519,10036580,974,Navodaya Vidyalaya,girl,6,4,519,3,0,1,0,0
1520,10032701,799,Govt Primary School,girl,13,2,998,4,0,1,1,0
1521,10015817,567,Kendriya Vidyalaya,boy,8,2,387,0,0,0,1,1
1522,10031879,449,Navodaya Vidyalaya,girl,9,2,670,1,1,0,1,1
1523,10032574,224,Govt Primary School,girl,13,3,436,1,1,1,1,0
1524,10043617,268,Navodaya Vidyalaya,boy,7,4,909,4,0,0,1,1
1525,10022788,376,Govt Primary School,boy,14,3,236,6,0,1,0,1
1526,10034246,816,Navodaya Vidyalaya,girl,13,4,900,7,0,0,1,0
1527,10022269,650,Govt Primary School,boy,8,3,212,4,1,0,0,1
1528,10047260,691,Kendriya Vidyalaya,boy,8,2,850,1,1,0,0,0
1529,10000527,981,Govt Primary School,boy,9,3,697,3,1,1,1,0
1530,10000844,425,Navodaya Vidyalaya,boy,9,3,436,1,0,1,1,0
1531,10025485,364,Govt Primary School,girl,12,4,576,4,0,0,0,0
1532,10037093,665,Govt Primary School,girl,12,2,392,2,0,0,0,1
1533,10019590,533,Kendriya Vidyalaya,girl,11,4,487,1,1,1,1,0
1534,10027368,286,Govt Primary School,girl,11,2,929,2,0,0,1,0
1535,10002195,341,Kendriya Vidyalaya,girl,8,4,416,7,0,1,1,0
1536,10009615,322,Navodaya Vidyalaya,girl,11,2,333,2,0,0,0,0
1537,10009725,388,Govt Primary School,girl,11,4,831,0,1,1,1,1
1538,10037430,941,Govt Primary School,girl,14,2,718,6,0,0,1,1
1539,10026961,356,Navodaya Vidyalaya,girl,7,2,904,2,1,1,0,1
1540,10044893,538,Govt Primary School,boy,10,2,214,6,1,0,0,1
1541,10030517,957,Kendriya Vidyalaya,boy,6,4,795,5,1,0,0,1
1542,10010293,676,Kendriya Vidyalaya,boy,6,3,740,7,0,1,0,1
1543,10035921,239,Govt Primary School,girl,9,2,505,1,1,1,0,1
1544,10032526,698,Navodaya Vidyalaya,boy,9,4,684,1,0,1,1,0
1545,10023894,343,Navodaya Vidyalaya,boy,7,2,277,2,1,1,1,1
1546,10019187,990,Kendriya Vidyalaya,girl,10,4,428,1,1,0,1,1
1547,10047092,880,Kendriya Vidyalaya,girl,9,4,519,4,0,0,0,1
1548,10042925,657,Navodaya Vidyalaya,girl,7,3,227,3,0,0,0,1
1549,10007048,732,Navodaya Vidyalaya,boy,8,4,396,7,1,0,1,0
1550,10046324,980,Govt Primary School,boy,6,4,974,6,0,0,0,0
1551,10014435,594,Navodaya Vidyalaya,girl,11,2,281,7,1,1,1,0
1552,10016517,851,Navodaya Vidyalaya,girl,7,3,433,5,1,0,1,1
1553,10004718,917,Govt Primary School,boy,6,2,680,4,0,1,1,0
1554,10034619,336,Govt Primary School,girl,7,2,301,6,0,1,0,1
1555,10048344,854,Govt Primary School,boy,11,2,870,3,1,1,0,0
1556,10035178,373,Govt Primary School,girl,7,2,757,1,1,1,0,0
1557,10044696,587,Navodaya Vidyalaya,girl,12,2,260,6,0,1,1,0
1558,10041046,957,Kendriya Vidyalaya,boy,13,2,701,2,1,1,1,1
1559,10025625,483,Govt Primary School,girl,9,4,770,2,0,0,0,1
1560,10024120,203,Kendriya Vidyalaya,boy,8,4,586,7,1,0,0,1
1561,10047466,419,Kendriya Vidyalaya,girl,12,3,653,5,1,1,1,1
1562,10044886,658,Kendriya Vidyalaya,boy,7,2,582,0,1,1,1,1
1563,10035618,702,Kendriya Vidyalaya,boy,8,2,259,6,0,0,1,1
1564,10014215,462,Navodaya Vidyalaya,girl,13,4,887,0,0,0,1,0
1565,10040894,864,Kendriya Vidyalaya,girl,8,3,698,7,1,0,0,0
1566,10014772,713,Govt Primary School,boy,14,3,365,6,0,0,1,1
1567,10023959,962,Kendriya Vidyalaya,girl,7,2,349,0,0,0,0,1
1568,10007455,942,Govt Primary School,boy,8,4,729,0,1,0,0,1
1569,10009933,375,Govt Primary School,boy,11,2,774,2,1,1,1,1
1570,10015931,480,Kendriya Vidyalaya,girl,10,4,591,4,1,0,0,1
1571,10046722,813,Navodaya Vidyalaya,girl,14,3,339,2,1,0,1,0
1572,10010801,270,Govt Primary School,boy,8,4,385,0,1,0,1,1
1573,10017404,239,Govt Primary School,girl,10,3,924,0,1,1,1,1
1574,10016994,441,Govt Primary School,girl,11,3,205,7,0,1,1,1
1575,10038484,806,Kendriya Vidyalaya,boy,7,3,547,1,1,1,0,1
1576,10044319,638,Govt Primary School,boy,9,2,647,2,1,1,1,0
1577,10025825,920,Govt Primary School,girl,12,3,240,5,1,1,1,0
1578,10002706,383,Navodaya Vidyalaya,girl,7,4,682,0,0,1,1,0
1579,10021533,997,Govt Primary School,boy,9,3,236,1,1,1,1,1
1580,10031384,955,Kendriya Vidyalaya,boy,13,2,916,1,0,1,1,0
1581,10033163,897,Govt Primary School,girl,7,2,441,5,1,0,1,1
1582,10033537,466,Kendriya Vidyalaya,girl,9,4,891,0,1,0,0,1
1583,10044988,255,Govt Primary School,boy,14,3,383,1,1,1,1,1
1584,10020357,634,Govt Primary School,girl,6,2,513,4,1,1,1,1
1585,10012042,800,Navodaya Vidyalaya,girl,11,2,922,6,1,0,0,0
1586,10010088,858,Govt Primary School,boy,8,4,224,6,0,1,1,1
1587,10013589,743,Govt Primary School,girl,14,2,831,0,0,1,0,1
1588,10016323,461,Govt Primary School,girl,14,2,586,7,1,1,1,0
1589,10026689,647,Govt Primary School,boy,12,3,580,6,1,1,0,0
1590,10009593,356,Kendriya Vidyalaya,boy,14,4,407,3,0,1,0,1
1591,10034957,732,Navodaya Vidyalaya,girl,9,2,329,4,0,0,0,0
1592,10021923,674,Govt Primary School,boy,12,2,795,2,1,0,1,0
1593,10048595,657,Navodaya Vidyalaya,boy,13,3,603,2,0,0,1,0
1594,10028523,835,Navodaya Vidyalaya,boy,8,3,239,2,0,1,0,1
1595,10001645,520,Kendriya Vidyalaya,girl,13,4,213,2,0,1,0,0
1596,10046673,749,Govt Primary School,boy,11,2,830,3,1,1,1,1
1597,10018999,578,Kendriya Vidyalaya,boy,13,2,621,1,0,1,0,0
1598,10011139,240,Govt Primary School,boy,13,3,968,5,1,0,1,0
1599,10023191,288,Kendriya Vidyalaya,girl,12,2,549,1,0,1,1,1
1600,10013098,513,Govt Primary School,girl,9,4,453,1,1,0,1,0
1601,10020174,225,Govt Primary School,boy,14,4,280,0,1,0,0,1
1602,10042100,804,Govt Primary School,girl,9,3,536,4,1,0,0,0
1603,10021076,643,Govt Primary School,girl,8,2,934,6,1,1,1,0
1604,10016088,611,Kendriya Vidyalaya,girl,13,3,772,0,0,0,1,0
